选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课时间
"77003003","虚拟课程(研究生)","西海岸校区","讲授","车晓飞","100.0","0","0","10-16周 一(5-8节);1-17周 六(5-8节);1-17周 日(1-4节);1-17周 六(10-12节);1-17周 六(9节);1-17周 二(7-8节);1-17周 日(1-4节);9周 六(5-8节);11周 六(5-8节);9周 六(1-4节);5-6周 日(5-8节);14周 日(5-8节);14周 日(1-4节);9周 六(10-12节);11-16周 六(10-12节);5-6周 日(1-4节);9周 六(9节);11-16周 六(9节);9-12周 三(5-8节);1-17周 二(5-8节);1-8周 一(5-8节);1-17周 二(5-8节);1-17周 二(5-6节);1-17周 六(1-4节);1-17周 六(10-12节);1-17周 六(9节);1-17周 五(1-4节);1-17周 三(5-8节);1-17周 三(5-8节);1-17周 二(5-6节);1-17周 一(5-8节);1-17周 二(7-8节);1-17周 二(5-6节);1-17周 三(5-8节);1-17周 二(5-8节);16周 六(10-12节);12-14周 六(10-12节);9-14周 日(1-4节);16周 六(9节);12-14周 六(9节);11-13周 六(5-8节);12周 六(5-8节);11周 六(5-8节);5周 六(1-4节);16周 六(1-4节);12-14周 六(1-4节);9周 日(5-8节);12-16周 日(5-8节);12-16周 日(1-4节);6-9周 六(10-12节);14周 六(10-12节);12周 六(10-12节);6-9周 六(9节);14周 六(9节);12周 六(9节);6周 六(5-8节);5周 六(1-4节);14周 六(1-4节);12周 六(1-4节);11周 六(1-4节);13周 六(5-8节);9周 日(5-8节);16周 日(5-8节);16周 日(1-4节);12周 日(1-4节);12周 日(5-8节);9周 日(1-4节);13-16周 日(1-4节);12-15周 日(5-8节);1-17周 二(5-8节);1-17周 六(9节);1-17周 六(5-8节);1-17周 六(1-4节);9-16周 日(5-8节);1-17周 日(1-4节);1-17周 六(10-12节);9-16周 六(5-8节);1-17周 五(3-4节);1-17周 一(1-4节);1-8周 日(1-4节);1-17周 六(5-8节);1-17周 六(1-4节);1-8周 三(10-12节);1-8周 三(9节);1-17周 一(10-12节);1-17周 一(9节);1-17周 六(9节);1-17周 六(5-8节);1-17周 六(1-4节);9-12周 日(5-8节);1-17周 日(1-4节);1-17周 六(10-12节);1-17周 六(1-4节);1-17周 六(5-8节);1-17周 六(1-4节);1-17周 六(5-8节);1-17周 日(1-4节);1-17周 日(5-8节);1-17周 六(10-12节);1-17周 六(9节);1-17周 六(5-8节);6周 六(1-4节);1-17周 五(10-12节);16周 六(9节);16周 六(10-12节);1-17周 日(1-4节);11周 日(5-8节);1-17周 二(5-8节);1-17周 六(5-8节);1-17周 六(1-4节);1-17周 日(10-12节);1-17周 日(9节);1-17周 日(1-4节);1-17周 日(5-8节);1-17周 六(10-12节);1-17周 六(9节);1-17周 五(10-12节);9周 六(5-8节);6周 六(5-8节);5周 六(5-8节);12-16周 六(5-8节);9周 六(1-4节);6周 六(1-4节);11-16周 六(1-4节);9-14周 日(5-8节);5-6周 日(5-8节);5-6周 日(1-4节);1-17周 三(3-4节);1-17周 五(5-6节);1-17周 一(5-8节);1-17周 三(3-4节);1-17周 二(10-11节);1-17周 六(5-8节);1-17周 六(1-4节);1-17周 三(5-8节);1-17周 日(1-4节);1-17周 六(10-12节);1-17周 六(9节);1-17周 五(1-4节);5周 六(5-8节);1-4周 六(1-4节);1-17周 五(5-6节);1-17周 三(5-7节);13-16周 六(9节);13-16周 六(10-12节);13-16周 六(5-8节);12-15周 日(5-8节);5周 六(10-12节);1-17周 二(5-8节);1-17周 一(5-7节);5周 六(9节);1-17周 五(1-2节);1-17周 四(1-4节);15周 六(9节)",
"77003002","虚拟课程(研究生)","崂山校区","讲授","车晓飞","100.0","0","0","15周 六(10-12节);1-17周 五(10-11节);1-17周 五(7-8节);1-17周 五(5-6节);1-17周 五(1-4节);1-16周 三(10-12节);1-17周 三(1-2节);1-17周 二(10-11节);1-17周 一(10-11节);1-17周 一(7-8节);1-17周 四(3-4节);1-17周 四(10-11节);1-17周 五(5-6节);1-17周 二(5-8节);1-17周 三(10-12节);1-17周 五(1-4节);1-17周 二(10-11节);1-17周 六(5-7节);1-17周 四(1-4节);1-17周 五(1-4节);1-17周 三(10-11节);1-17周 三(5-7节);1-17周 三(3-4节);1-17周 三(1-2节);1-16周 二(10-11节);1-17周 二(1-4节);1-17周 一(10-12节);1-17周 一(1-4节);1-17周 四(3-4节);1-17周 五(5-6节);1-17周 三(1-2节);1-17周 二(10-11节);1-16周 二(1-4节);1-17周 一(10-12节);1-17周 五(1-2节);1-17周 四(10-12节);1-17周 一(5-6节);1-17周 一(1-4节);1-17周 五(5-6节);1-17周 五(3-4节);1-17周 三(9节);1-17周 三(1-4节);1-17周 二(5-8节);1-17周 四(10-12节);1-17周 四(1-4节);1-17周 三(10-12节);1-17周 四(9节);1-9周 五(5-8节);1-17周 二(5-8节);1-17周 四(1-4节);1-17周 三(5-7节);1-16周 二(10-11节);1-17周 二(1-4节);1-17周 四(10-12节);1-17周 五(1-4节);1-17周 三(5-8节);1-17周 二(10-12节);1-17周 二(9节);1-17周 一(3-4节);1-17周 五(10-12节);1-17周 三(10-11节);1-17周 二(10-11节);1-17周 日(5-6节);1-17周 三(1-2节);1-17周 三(3-4节);1-17周 一(5-7节);1-16周 四(1-4节);1-17周 五(3-4节);1-17周 五(1-4节);1-17周 三(5-7节);1-17周 二(1-4节);1-17周 一(5-7节);1-17周 一(1-4节);6-9周 四(1-4节);1-17周 一(1-4节);1-17周 三(5-7节);1-17周 一(5-7节);1-17周 一(1-4节);1-17周 五(1-4节);1-17周 三(5-7节);1-17周 一(5-6节);1-17周 一(1-4节);1-17周 五(1-4节);1-17周 三(9节);1-17周 二(10-11节);1-17周 二(5-6节);1-17周 二(1-4节);1-17周 一(10-11节);1-17周 四(10-12节);1-17周 五(1-2节);1-17周 一(7-8节);1-17周 一(5-6节);1-17周 日(10-12节);1-17周 日(5-7节)",
"77003001","虚拟课程(研究生)","鱼山校区","讲授","车晓飞","100.0","0","0","1-17周 日(3-4节)",
"03002060","有机化学实验","崂山校区","讲授","赵海洲","1.5","48","24","1-15周 三(5-8节)",
"03002059","有机化学实验","崂山校区","讲授","杨红梅","1.5","48","24","1-15周 二(5-8节)",
"03002058","有机化学实验","鱼山校区","讲授","杨红梅 李霞","1.5","48","24","1-15周 五(5-8节)",
"03002057","有机化学实验","鱼山校区","讲授","李霞 杨红梅","1.5","48","24","1-15周 五(5-8节)",
"03002056","有机化学实验","鱼山校区","讲授","崔伟","1.5","48","24","1-15周 三(10-12节)",
"03002055","有机化学实验","鱼山校区","讲授","崔伟","1.5","48","24","1-15周 三(5-8节)",
"03002054","有机化学实验","鱼山校区","讲授","陈国博","1.5","48","24","1-15周 一(5-8节)",
"03002053","有机化学实验","鱼山校区","讲授","董磊","1.5","48","24","1-15周 二(10-12节)",
"03002052","有机化学实验","鱼山校区","讲授","董磊","1.5","48","24","1-15周 二(5-8节)",
"03002049","有机化学实验","鱼山校区","讲授","唐旭利","1.5","48","24","1-15周 一(5-8节)",
"03002048","无机及分析化学实验","崂山校区","讲授","毕蓉","1.5","48","24","4-17周 六(1-4节)",
"03002047","无机及分析化学实验","崂山校区","讲授","朱茂旭","1.5","48","24","4-17周 六(1-4节)",
"03002046","无机及分析化学实验","崂山校区","讲授","邢磊","1.5","48","24","4-17周 五(10-12节)",
"03002045","无机及分析化学实验","崂山校区","讲授","邢磊","1.5","48","24","4-17周 五(5-8节)",
"03002044","无机及分析化学实验","崂山校区","讲授","李大伟","1.5","48","24","4-17周 五(10-12节)",
"03002043","无机及分析化学实验","崂山校区","讲授","江雪艳","1.5","48","24","4-17周 五(5-8节)",
"03002042","无机及分析化学实验","崂山校区","讲授","王亮","1.5","48","24","4-17周 五(10-12节)",
"03002041","无机及分析化学实验","崂山校区","讲授","周立敏","1.5","48","24","4-17周 三(5-8节)",
"03002040","无机及分析化学实验","崂山校区","讲授","张婷","1.5","48","24","4-17周 五(10-12节)",
"03002039","无机及分析化学实验","崂山校区","讲授","张婷","1.5","48","24","4-17周 五(5-8节)",
"03002038","无机及分析化学实验","崂山校区","讲授","于蒙","1.5","48","24","4-17周 四(10-12节)",
"03002037","无机及分析化学实验","崂山校区","讲授","张传松","1.5","48","24","4-17周 四(10-12节)",
"03002036","无机及分析化学实验","崂山校区","讲授","张传松","1.5","48","24","4-17周 三(10-12节)",
"03002035","无机及分析化学实验","崂山校区","讲授","刘茜","1.5","48","24","4-17周 三(10-12节)",
"03002034","无机及分析化学实验","崂山校区","讲授","刘茜","1.5","48","24","4-17周 三(5-8节)",
"03002033","无机及分析化学实验","崂山校区","讲授","庄光超","1.5","48","24","4-17周 三(5-8节)",
"03002032","无机及分析化学实验","崂山校区","讲授","付云朋","1.5","48","24","4-17周 三(5-8节)",
"03002031","无机及分析化学实验","崂山校区","讲授","侯进","1.5","48","24","4-17周 五(5-8节)",
"03002030","无机及分析化学实验","崂山校区","讲授","陆金仁","1.5","48","24","4-17周 二(10-12节)",
"03002029","无机及分析化学实验","崂山校区","讲授","陆金仁","1.5","48","24","4-17周 二(5-8节)",
"03002028","无机及分析化学实验","崂山校区","讲授","杨茹君","1.5","48","24","4-17周 二(10-12节)",
"03002027","无机及分析化学实验","崂山校区","讲授","杨茹君","1.5","48","24","4-17周 二(5-8节)",
"03002026","无机及分析化学实验","崂山校区","讲授","孟春霞","1.5","48","24","4-17周 二(5-8节)",
"03002025","无机及分析化学实验","崂山校区","讲授","何真","1.5","48","24","4-17周 二(5-8节)",
"03002078","物理化学实验","西海岸校区","讲授","姚硕","1.5","48","30","4-15周 四(1-4节)",
"03002077","物理化学实验","西海岸校区","讲授","姚硕","1.5","48","30","4-15周 二(1-4节)",
"03002076","物理化学实验","西海岸校区","讲授","姚硕","1.5","48","30","4-15周 四(7-9节)",
"03002075","物理化学实验","西海岸校区","讲授","姚硕","1.5","48","30","4-15周 二(5-8节)",
"03002074","物理化学实验","西海岸校区","讲授","何倩","1.5","48","30","4-15周 五(5-8节)",
"03002073","物理化学实验","西海岸校区","讲授","何倩","1.5","48","30","4-15周 三(5-8节)",
"03002072","物理化学实验","西海岸校区","讲授","李苓","1.5","48","30","4-15周 一(10-12节)",
"03002071","物理化学实验","西海岸校区","讲授","李苓","1.5","48","30","4-15周 一(5-8节)",
"03002067","物理化学实验","崂山校区","讲授","毛丽莉","1.5","48","24","4-15周 二(5-8节)",
"03002066","物理化学实验","崂山校区","讲授","毛丽莉","1.5","48","24","4-15周 三(5-8节)",
"03002065","物理化学实验","崂山校区","讲授","王燕华","1.5","48","24","4-15周 五(5-8节)",
"03002064","物理化学实验","鱼山校区","讲授","毛丽莉","1.5","48","30","4-15周 一(5-8节)",
"03002063","物理化学实验","鱼山校区","讲授","曹晓燕","1.5","48","30","4-15周 五(5-8节)",
"03002062","物理化学实验","鱼山校区","讲授","曹晓燕","1.5","48","30","4-15周 三(5-8节)",
"03002061","物理化学实验","鱼山校区","讲授","钟莲","1.5","48","30","4-15周 二(5-8节)",
"03002004","大学化学","西海岸校区","讲授","姚硕","2.0","32","50","1-17周 三(3-4节)",
"03002003","大学化学","崂山校区","讲授","林贤彪","2.0","32","130","1-17周 二(1-2节)",
"03002002","大学化学","崂山校区","讲授","邢磊","2.0","32","130","1-17周 四(1-2节)",
"03002001","大学化学","崂山校区","讲授","毕蓉","2.0","32","130","1-17周 一(3-4节);1-17周 二(3-4节)",
"03002015","有机化学","崂山校区","讲授","朱桂茹","4.0","64","80","1-17周 四(3-4节);1-17周 四(3-4节)",
"03002014","无机及分析化学","崂山校区","讲授","张霞","4.0","64","80","1-17周 二(3-4节);1-17周 二(3-4节)",
"03002013","无机及分析化学","崂山校区","讲授","杨茹君","4.0","64","100","1-17周 四(3-4节);1-17周 四(1-2节)",
"03002012","无机及分析化学","崂山校区","讲授","朱茂旭","4.0","64","100","1-17周 二(1-2节);1-17周 四(1-2节)",
"03002011","无机及分析化学","崂山校区","讲授","于蒙","4.0","64","100","1-17周 二(1-2节);1-17周 五(5-6节)",
"03002010","无机及分析化学","崂山校区","讲授","肖晓彤","4.0","64","70","1-17周 三(5-6节);1-17周 三(3-4节)",
"03002009","无机及分析化学","崂山校区","讲授","于娟","4.0","64","100","1-17周 一(3-4节);1-17周 三(5-6节)",
"03002008","无机及分析化学","崂山校区","讲授","侯进","4.0","64","100","1-17周 一(5-6节);1-17周 三(3-4节)",
"03002007","无机及分析化学","崂山校区","讲授","范玉华","4.0","64","100","1-17周 五(3-4节);1-17周 三(1-2节)",
"03002006","无机及分析化学","崂山校区","讲授","张传松","4.0","64","100","1-17周 五(1-2节);1-17周 三(1-2节)",
"03002005","无机及分析化学","鱼山校区","讲授","张婧","4.0","64","30","1-17周 一(1-2节);1-17周 五(1-2节)",
"03002122","物理化学","崂山校区","讲授","李先国 王燕华","4.0","64","80","1-17周 三(1-2节);1-17周 三(5-6节)",
"03002022","物理化学","西海岸校区","讲授","马晔","4.0","64","50","1-17周 五(5-6节);1-17周 三(3-4节)",
"03002021","物理化学","西海岸校区","讲授","曹立新","4.0","64","50","1-17周 一(3-4节);1-17周 三(3-4节)",
"03002020","物理化学","西海岸校区","讲授","何倩","4.0","64","150","1-17周 五(3-4节);1-17周 五(3-4节)",
"03002016","物理化学","鱼山校区","讲授","曹晓燕","4.0","64","100","1-17周 三(3-4节)",
"02001055","大学物理实验3","崂山校区","讲授","唐潞","1.5","48","30","2-17周 二(7-9节)",
"02001054","大学物理实验3","崂山校区","讲授","唐潞","1.5","48","30","2-17周 一(10-12节)",
"02001053","大学物理实验3","崂山校区","讲授","唐潞","1.5","48","30","2-17周 一(5-7节)",
"02001052","大学物理实验3","崂山校区","讲授","刘惠萍","1.5","48","30","2-17周 二(7-9节)",
"02001051","大学物理实验3","崂山校区","讲授","刘惠萍","1.5","48","30","2-17周 一(10-12节)",
"02001050","大学物理实验3","崂山校区","讲授","刘惠萍","1.5","48","30","2-17周 一(5-7节)",
"02001082","大学物理实验2","西海岸校区","讲授","李春","1.5","48","30","2-17周 五(10-12节)",
"02001081","大学物理实验2","西海岸校区","讲授","李春","1.5","48","30","2-17周 五(5-7节)",
"02001080","大学物理实验2","西海岸校区","讲授","尚震","1.5","48","30","2-17周 五(10-12节)",
"02001079","大学物理实验2","西海岸校区","讲授","尚震","1.5","48","30","2-17周 五(5-7节)",
"02001078","大学物理实验2","西海岸校区","讲授","尚震","1.5","48","30","2-17周 四(10-12节)",
"02001077","大学物理实验2","西海岸校区","讲授","尚震","1.5","48","30","2-17周 四(7-9节)",
"02001076","大学物理实验2","西海岸校区","讲授","赵佩","1.5","48","30","2-17周 五(10-12节)",
"02001075","大学物理实验2","西海岸校区","讲授","赵佩","1.5","48","30","2-17周 五(5-7节)",
"02001074","大学物理实验2","西海岸校区","讲授","赵佩","1.5","48","30","2-17周 四(10-12节)",
"02001073","大学物理实验2","西海岸校区","讲授","赵佩","1.5","48","30","2-17周 四(7-9节)",
"02001072","大学物理实验2","西海岸校区","讲授","李千","1.5","48","30","2-17周 五(10-12节)",
"02001071","大学物理实验2","西海岸校区","讲授","李千","1.5","48","30","2-17周 五(5-7节)",
"02001070","大学物理实验2","西海岸校区","讲授","李千","1.5","48","30","2-17周 四(10-12节)",
"02001069","大学物理实验2","西海岸校区","讲授","李千","1.5","48","30","2-17周 四(7-9节)",
"02001068","大学物理实验2","西海岸校区","讲授","李冬萍","1.5","48","30","2-17周 二(10-12节)",
"02001067","大学物理实验2","西海岸校区","讲授","李冬萍","1.5","48","30","2-17周 二(5-7节)",
"02001066","大学物理实验2","西海岸校区","讲授","李冬萍","1.5","48","30","2-17周 一(10-12节)",
"02001065","大学物理实验2","西海岸校区","讲授","李冬萍","1.5","48","30","2-17周 一(5-7节)",
"02001064","大学物理实验2","西海岸校区","讲授","商祥年","1.5","48","30","2-17周 二(10-12节)",
"02001063","大学物理实验2","西海岸校区","讲授","商祥年","1.5","48","30","2-17周 二(5-7节)",
"02001062","大学物理实验2","西海岸校区","讲授","商祥年","1.5","48","30","2-17周 一(10-12节)",
"02001061","大学物理实验2","西海岸校区","讲授","商祥年","1.5","48","30","2-17周 一(5-7节)",
"02001060","大学物理实验2","西海岸校区","讲授","徐爽","1.5","48","30","2-17周 三(5-7节)",
"02001059","大学物理实验2","西海岸校区","讲授","徐爽","1.5","48","30","2-17周 二(10-12节)",
"02001058","大学物理实验2","西海岸校区","讲授","徐爽","1.5","48","30","2-17周 二(5-7节)",
"02001057","大学物理实验2","西海岸校区","讲授","徐爽","1.5","48","30","2-17周 一(10-12节)",
"02001056","大学物理实验2","西海岸校区","讲授","徐爽","1.5","48","30","2-17周 一(5-7节)",
"02001049","大学物理实验2","崂山校区","讲授","赵培刚","1.5","48","30","2-17周 四(7-9节)",
"02001048","大学物理实验2","崂山校区","讲授","方立新","1.5","48","30","2-17周 五(7-9节)",
"02001047","大学物理实验2","崂山校区","讲授","方立新","1.5","48","30","2-17周 四(10-12节)",
"02001046","大学物理实验2","崂山校区","讲授","方立新","1.5","48","30","2-17周 四(7-9节)",
"02001045","大学物理实验2","崂山校区","讲授","姜永清","1.5","48","30","2-17周 四(10-12节)",
"02001044","大学物理实验2","崂山校区","讲授","姜永清","1.5","48","30","2-17周 四(7-9节)",
"02001043","大学物理实验2","崂山校区","讲授","姜永清","1.5","48","30","2-17周 一(5-7节)",
"02001042","大学物理实验2","崂山校区","讲授","杨国仁","1.5","48","30","2-17周 二(10-12节)",
"02001041","大学物理实验2","崂山校区","讲授","杨国仁","1.5","48","30","2-17周 二(5-7节)",
"02001040","大学物理实验2","崂山校区","讲授","杨国仁","1.5","48","30","2-17周 一(10-12节)",
"02001039","大学物理实验2","崂山校区","讲授","杨国仁","1.5","48","30","2-17周 一(5-7节)",
"02001038","大学物理实验2","崂山校区","讲授","康颖","1.5","48","30","2-17周 二(5-7节)",
"02001037","大学物理实验2","崂山校区","讲授","康颖","1.5","48","30","2-17周 一(10-12节)",
"02001036","大学物理实验2","崂山校区","讲授","康颖","1.5","48","30","2-17周 一(5-7节)",
"02001035","大学物理实验2","崂山校区","讲授","栾晓宁","1.5","48","30","2-17周 二(5-7节)",
"02001034","大学物理实验2","崂山校区","讲授","栾晓宁","1.5","48","30","2-17周 一(10-12节)",
"02001033","大学物理实验2","崂山校区","讲授","栾晓宁","1.5","48","30","2-17周 一(5-7节)",
"02001032","大学物理实验2","崂山校区","讲授","王桂忠","1.5","48","30","2-17周 二(10-12节)",
"02001031","大学物理实验2","崂山校区","讲授","王桂忠","1.5","48","30","2-17周 二(5-7节)",
"02001030","大学物理实验2","崂山校区","讲授","王桂忠","1.5","48","30","2-17周 一(10-12节)",
